1,35
2,28
3,8
4,86
5,39
6,11
7,20
8,26
9,31
10,36
11,61
12,66
13,41
14,9
15,60
16,12
17,5
18,23
19,99
20,100
21,15
22,4
23,78
24,79
25,25
26,73
27,87
28,67
29,43
30,3
31,6
32,84
33,24
34,47
35,77
36,2
37,88
38,16
39,18
40,40
41,49
42,85
43,92
44,22
45,38
46,94
47,58
48,17
49,13
50,56
51,37
52,57
53,51
54,81
55,69
56,97
57,48
58,10
59,91
60,52
61,96
62,30
63,1
64,70
65,75
66,71
67,33
68,74
69,65
70,68
71,83
72,42
73,21
74,34
75,59
76,62
77,76
78,44
79,32
80,14
81,72
82,93
83,29
84,55
85,98
86,90
87,27
88,80
89,46
90,50
91,53
92,82
93,64
94,45
95,63
96,7
97,89
98,95
99,19
100,54
